Index, State
1928,Wisconsin
1929,Texas
1930,Missouri
1931,Oklahoma
1932,Pennsylvania
1933,Colorado
1934,California
1935,New York
1936,Louisiana
1937,Illinois
1938,Ohio
1939,Florida
1940,Nebraska
1941,Texas
1942,California
1943,Connecticut
1944,Virginia
1945,Washington
1946,New Jersey
1947,Minnesota
1948,Maryland
1949,Michigan
1950,California
1951,New York
1952,Texas
1953,Utah
1954,Arizona
1955,Arkansas
1956,Kentucky
1957,Pennsylvania
1958,Georgia
1959,Florida
1960,North Carolina
1961,Massachusetts
1962,California
1963,Illinois
1964,South Carolina
1965,Alabama
1966,Texas
1967,Tennessee
1968,Ohio
1969,New York
1970,California
1971,Oregon
1972,Maine
1973,Florida
1974,Indiana
1975,Iowa
1976,California
1977,Texas
1978,Pennsylvania
1979,Missouri
1980,Wisconsin
1981,Michigan
1982,Virginia
1983,New York
1984,Illinois
1985,California
1986,New Jersey
1987,New Hampshire
1988,Georgia
1989,Florida
1990,North Carolina
1991,Texas
1992,Ohio
1993,California
1994,Washington
1995,Colorado
1996,Nevada
1997,Kansas
1998,New York
1999,California
2000,Texas
2001,Arizona
2002,Maryland
2003,Louisiana
2004,Pennsylvania
2005,Massachusetts
2006,Florida
2007,Minnesota
2008,Illinois
2009,California
2010,Oklahoma
2011,Michigan
2012,Tennessee
2013,Texas
2014,New York
2015,Montana
2016,California
2017,New Mexico
2018,Ohio
2019,Georgia
2020,New Jersey
2021,Virginia
2022,North Carolina
2023,Florida
2024,Indiana
2025,Mississippi
2026,California
2027,Texas
2028,Kentucky
2029,Pennsylvania
2030,Alabama
2031,Connecticut
2032,South Carolina
2033,New York
2034,Illinois
2035,Missouri
2036,California
2037,Wisconsin
2038,Florida
2039,Washington
2040,Texas
2041,California
2042,Michigan
2043,Ohio
2044,New York
2045,North Dakota
2046,Oregon
2047,Arizona
2048,California
2049,Texas
2050,Georgia
2051,Massachusetts
2052,Pennsylvania
2053,North Carolina
2054,Colorado
2055,Florida
2056,New Jersey
2057,Illinois
2058,Maryland
2059,California
2060,Virginia
2061,Arkansas
2062,Idaho
2063,Tennessee
2064,New York
2065,Texas
2066,Utah
2067,Minnesota
2068,California
2069,South Dakota
2070,Indiana
2071,Florida
2072,Louisiana
2073,Ohio
2074,Texas
2075,California
2076,Michigan
2077,Iowa
2078,Pennsylvania
2079,West Virginia
2080,New York
2081,Illinois
2082,Georgia
2083,California
2084,Missouri
2085,Washington
2086,North Carolina
2087,Florida
2088,Texas
2089,New Jersey
2090,Wisconsin
2091,California
2092,Alabama
2093,New York
2094,Oklahoma
2095,South Carolina
2096,Kentucky
2097,Virginia
2098,Arizona
2099,Massachusetts
2100,Ohio
2101,Texas
2102,California
2103,Pennsylvania
2104,Florida
2105,Illinois
2106,Kansas
2107,Michigan
2108,California
2109,Nebraska
2110,Maryland
2111,New York
2112,Tennessee
2113,Nevada
2114,Texas
2115,Georgia
2116,Colorado
2117,Connecticut
2118,California
2119,Indiana
2120,North Carolina
2121,Florida
2122,Texas
2123,Minnesota
2124,New Jersey
2125,California
2126,Pennsylvania
2127,Ohio
2128,New York
2129,Illinois
2130,Mississippi
2131,Oregon
2132,Washington
2133,California
2134,Missouri
2135,Florida
2136,Virginia
2137,Texas
2138,Michigan
2139,Louisiana
2140,California
2141,New York
2142,Wisconsin
2143,Massachusetts
2144,Georgia
2145,Arizona
2146,Hawaii
2147,Texas
2148,California
2149,Pennsylvania
2150,North Carolina
2151,Illinois
2152,Florida
2153,Ohio
2154,Alabama
2155,California
2156,New York
2157,Tennessee
2158,New Jersey
2159,Texas
2160,Maryland
2161,South Carolina
2162,Indiana
2163,California
2164,Arkansas
2165,Kentucky
2166,New Mexico
2167,Florida
2168,Michigan
2169,Texas
2170,Pennsylvania
2171,New York
2172,Virginia
2173,California
2174,Washington
2175,Illinois
2176,Utah
2177,Colorado
2178,Oklahoma
2179,Iowa
2180,Georgia
2181,Ohio
2182,Minnesota
2183,North Carolina
2184,California
2185,Florida
2186,Texas
2187,Missouri
2188,New York
2189,California
2190,Massachusetts
2191,Rhode Island
2192,Vermont
2193,Arizona
2194,New Jersey
2195,Texas
2196,Pennsylvania
2197,Wisconsin
2198,California
2199,Illinois
2200,Michigan
2201,Florida
2202,Maine
2203,Connecticut
2204,Ohio
2205,New York
2206,Louisiana
2207,Tennessee
2208,California
2209,Texas
2210,Oregon
2211,Georgia
2212,Indiana
2213,Virginia
2214,Kansas
2215,North Carolina
2216,California
2217,Maryland
2218,Florida
2219,New Hampshire
2220,Washington
2221,Alabama
2222,Texas
2223,New York
2224,Pennsylvania
2225,California
2226,Illinois
2227,Delaware
2228,Nevada
2229,New Jersey
2230,South Carolina
2231,Michigan
2232,California
2233,Mississippi
2234,Ohio
2235,Florida
2236,Texas
2237,Colorado
2238,New York
2239,Missouri
2240,Kentucky
2241,Massachusetts
2242,Minnesota
2243,California
2244,Georgia
2245,Arizona
2246,West Virginia
2247,Texas
2248,Pennsylvania
2249,North Carolina
2250,Illinois
2251,California
2252,Florida
2253,Virginia
2254,Wisconsin
2255,New York
2256,Tennessee
2257,California
2258,Texas
2259,Idaho
2260,Oklahoma
2261,Ohio
2262,Indiana
2263,Michigan
2264,New Jersey
2265,California
2266,Florida
2267,Washington
2268,New York
2269,Maryland
2270,Texas
2271,Pennsylvania
2272,Arkansas
2273,Illinois
2274,Georgia
2275,California
2276,Louisiana
2277,Nebraska
2278,Iowa
2279,North Carolina
2280,California
2281,Florida
2282,Texas
2283,New York
2284,Alabama
2285,Ohio
2286,Massachusetts
2287,Utah
2288,Connecticut
2289,Missouri
2290,Virginia
2291,Oregon
2292,California
2293,Arizona
2294,Michigan
2295,Texas
2296,Pennsylvania
2297,Illinois
2298,South Carolina
2299,California
2300,Minnesota
2301,Colorado
2302,Florida
2303,New Jersey
2304,New York
2305,Tennessee
2306,Georgia
2307,Wisconsin
2308,California
2309,Indiana
2310,Texas
2311,Kentucky
2312,North Carolina
2313,Ohio
2314,Washington
2315,California
2316,Florida
2317,New York
2318,New Mexico
2319,Pennsylvania
2320,Texas
2321,Illinois
2322,Kansas
2323,California
2324,Maryland
2325,Michigan
2326,Montana
2327,Virginia
2328,California
2329,Texas
2330,Florida
2331,New York
2332,Massachusetts
2333,New Jersey
2334,Mississippi
2335,Georgia
2336,Arizona
2337,Ohio
2338,Nevada
2339,California
2340,Missouri
2341,Oklahoma
2342,Louisiana
2343,Pennsylvania
2344,Texas
2345,North Carolina
2346,Illinois
2347,Alaska
2348,California
2349,Florida
2350,New York
2351,Alabama
2352,Tennessee
2353,Indiana
2354,Michigan
2355,Texas
2356,California
2357,Minnesota
2358,Washington
2359,Colorado
2360,Wisconsin
2361,South Carolina
2362,Florida
2363,California
2364,New York
2365,Ohio
2366,Virginia
2367,Pennsylvania
2368,Illinois
2369,Texas
2370,Georgia
2371,New Jersey
2372,Oregon
2373,California
2374,Hawaii
2375,Connecticut
2376,North Carolina
2377,Maryland
2378,Arkansas
2379,Iowa
2380,Texas
2381,New York
2382,Florida
2383,Massachusetts
2384,California
2385,Kentucky
2386,Michigan
2387,Arizona
2388,California
2389,Illinois
2390,Pennsylvania
2391,Missouri
2392,Ohio
2393,Texas
2394,New York
2395,Florida
2396,California
2397,Utah
2398,Georgia
2399,Tennessee
2400,Indiana
2401,Washington
2402,Virginia
2403,Texas
2404,New Jersey
2405,California
2406,North Carolina
2407,West Virginia
2408,Louisiana
2409,New York
2410,Florida
2411,California
2412,Alabama
2413,Minnesota
2414,Wisconsin
2415,Illinois
2416,Pennsylvania
2417,Texas
2418,Michigan
2419,Ohio
2420,Colorado
2421,California
2422,Oklahoma
2423,Massachusetts
2424,New York
2425,Kansas
2426,South Carolina
2427,Texas
2428,Florida
2429,Maryland
2430,California
2431,Georgia
2432,Maine
2433,Wyoming
2434,Arizona
2435,California
2436,Mississippi
2437,Illinois
2438,New Jersey
2439,Pennsylvania
2440,North Carolina
2441,Texas
2442,Virginia
2443,Missouri
2444,New York
2445,South Dakota
2446,Ohio
2447,Florida
2448,Nebraska
2449,California
2450,Michigan
2451,Tennessee
2452,Indiana
2453,Washington
2454,Oregon
2455,Kentucky
2456,Nevada
2457,Texas
2458,New Hampshire
2459,Idaho
2460,California
2461,New York
2462,Connecticut
2463,Florida
2464,Georgia
2465,California
2466,Illinois
2467,Pennsylvania
2468,Texas
2469,New Mexico
2470,Wisconsin
2471,California
2472,Ohio
2473,Minnesota
2474,North Carolina
2475,Massachusetts
2476,New Jersey
2477,New York
2478,Texas
2479,Louisiana
2480,Alabama
2481,Florida
2482,California
2483,Michigan
2484,Iowa
2485,Virginia
2486,Colorado
2487,Arkansas
2488,Arizona
2489,Maryland
2490,Rhode Island
2491,Illinois
2492,California
2493,Pennsylvania
2494,Texas
2495,New York
2496,Missouri
2497,Florida
2498,Georgia
2499,Washington
2500,South Carolina
2501,California
2502,Indiana
2503,Tennessee
2504,Ohio
2505,Texas
2506,Oklahoma
2507,California
2508,North Carolina
2509,North Dakota
2510,New York
2511,New Jersey
2512,Utah
2513,Florida
2514,Michigan
2515,Illinois
2516,Pennsylvania
2517,California
2518,Texas
2519,Virginia
2520,California
2521,Massachusetts
2522,Kentucky
2523,Wisconsin
2524,New York
2525,Ohio
2526,Texas
2527,Georgia
2528,Florida
2529,California
2530,Oregon
2531,Minnesota
2532,Arizona
2533,Illinois
2534,Maryland
2535,Kansas
2536,Pennsylvania
2537,North Carolina
2538,California
2539,Texas
2540,New York
2541,Washington
2542,Michigan
2543,Alabama
2544,Mississippi
2545,Colorado
2546,Florida
2547,Indiana
2548,New Jersey
2549,Missouri
2550,Louisiana
2551,Tennessee
2552,California
2553,Connecticut
2554,Texas
2555,Ohio
2556,California
2557,New York
2558,Virginia
2559,Georgia
2560,Illinois
2561,Florida
2562,Pennsylvania
2563,South Carolina
2564,California
2565,Texas
2566,Nevada
2567,Delaware
2568,Massachusetts
2569,North Carolina
2570,California
2571,New York
2572,Michigan
2573,West Virginia
2574,Texas
2575,Florida
2576,Wisconsin
2577,Ohio
2578,California
2579,Arizona
2580,New Jersey
2581,Iowa
2582,Illinois
2583,Pennsylvania
2584,Oklahoma
2585,Washington
2586,New York
2587,California
2588,Texas
2589,Arkansas
2590,Minnesota
2591,Maryland
2592,Georgia
2593,Indiana
2594,Florida
2595,Kentucky
2596,Tennessee
2597,California
2598,Virginia
2599,Missouri
2600,Hawaii
2601,Texas
2602,North Carolina
2603,New York
2604,California
2605,Colorado
2606,Michigan
2607,Ohio
2608,Alabama
2609,Illinois
2610,Florida
2611,Pennsylvania
2612,Oregon
2613,California
2614,Texas
2615,Louisiana
2616,Nebraska
2617,New Jersey
2618,Massachusetts
2619,New Mexico
2620,New York
2621,California
2622,Utah
2623,Georgia
2624,Texas
2625,Florida
2626,Arizona
2627,South Carolina
2628,California
2629,Wisconsin
2630,Illinois
2631,Washington
2632,Ohio
2633,Connecticut
2634,North Carolina
2635,Pennsylvania
2636,New York
2637,Virginia
2638,Michigan
2639,Texas
2640,California
2641,Montana
2642,Indiana
2643,Florida
2644,Tennessee
2645,Maryland
2646,Kansas
2647,California
2648,Minnesota
2649,Mississippi
2650,Missouri
2651,Texas
2652,New Jersey
2653,New York
2654,Idaho
2655,California
2656,Georgia
2657,Illinois
2658,Florida
2659,Pennsylvania
2660,Ohio
2661,Texas
2662,California
2663,Massachusetts
2664,Maine
2665,Kentucky
2666,Colorado
2667,North Carolina
2668,New York
2669,Michigan
2670,Oklahoma
2671,California
2672,Alabama
2673,Virginia
2674,Texas
2675,Florida
2676,Arizona
2677,Washington
2678,California
2679,Illinois
2680,Nevada
2681,Louisiana
2682,New York
2683,Iowa
2684,Pennsylvania
2685,New Jersey
2686,Wisconsin
2687,Georgia
2688,Texas
2689,Ohio
2690,Vermont
2691,Indiana
2692,California
2693,New Hampshire
2694,Florida
2695,Oregon
2696,Tennessee
2697,Arkansas
2698,South Carolina
2699,California
2700,Maryland
2701,Texas
2702,Michigan
2703,New York
2704,North Carolina
2705,Missouri
2706,California
2707,Illinois
2708,Minnesota
2709,Pennsylvania
2710,Florida
2711,Massachusetts
2712,Texas
2713,California
2714,Virginia
2715,Ohio
2716,New York
2717,Georgia
2718,Connecticut
2719,California
2720,New Jersey
2721,Texas
2722,Florida
2723,Washington
2724,Arizona
2725,Colorado
2726,Illinois
2727,California
2728,Michigan
2729,New York
2730,North Carolina
2731,Pennsylvania
2732,Utah
2733,Indiana
2734,Texas
2735,Alabama
2736,Kentucky
2737,California
2738,Ohio
2739,Tennessee
2740,Wisconsin
2741,Florida
2742,West Virginia
2743,California
2744,New York
2745,Texas
2746,Georgia
2747,Louisiana
2748,Maryland
2749,Virginia
2750,Mississippi
2751,Oklahoma
2752,Missouri
2753,Illinois
2754,Kansas
2755,California
2756,Pennsylvania
2757,New Jersey
2758,Florida
2759,Massachusetts
2760,Texas
2761,Michigan
2762,California
2763,South Carolina
2764,New York
2765,Minnesota
2766,North Carolina
2767,New Mexico
2768,Ohio
2769,California
2770,Washington
2771,Oregon
2772,Texas
2773,Arizona
2774,Florida
2775,Illinois
2776,Alaska
2777,California
2778,New York
2779,Rhode Island
2780,Pennsylvania
2781,Georgia
2782,Indiana
2783,Nebraska
2784,Texas
2785,Iowa
2786,California
2787,Colorado
2788,Tennessee
2789,Virginia
2790,Florida
2791,New Jersey
2792,Michigan
2793,Ohio
2794,New York
2795,Wisconsin
2796,California
2797,Nevada
2798,North Carolina
2799,Texas
2800,Arkansas
2801,Illinois
2802,Alabama
2803,California
2804,Missouri
2805,Maryland
2806,Pennsylvania
2807,Massachusetts
2808,Connecticut
2809,Florida
2810,Kentucky
2811,Texas
2812,New York
2813,California
2814,Georgia
2815,Washington
2816,Louisiana
2817,California
2818,Ohio
2819,Texas
2820,Arizona
2821,Minnesota
2822,Florida
2823,South Dakota
2824,Michigan
2825,Illinois
2826,Hawaii
2827,New York
2828,New Jersey
2829,Virginia
2830,California
2831,North Carolina
2832,South Carolina
2833,Pennsylvania
2834,Indiana
2835,Texas
2836,Oklahoma
2837,California
2838,Tennessee
2839,Florida
2840,New York
2841,California
2842,Georgia
2843,Texas
2844,Utah
2845,Ohio
2846,Idaho
2847,Illinois
2848,Wisconsin
2849,Colorado
2850,Massachusetts
2851,Oregon
2852,California
2853,Pennsylvania
2854,Michigan
2855,Missouri
2856,Mississippi
2857,Florida
2858,Maryland
2859,Texas
2860,New York
2861,North Carolina
2862,Kansas
2863,California
2864,New Jersey
2865,Washington
2866,Alabama
2867,Virginia
2868,Arizona
2869,California
2870,Texas
2871,Florida
2872,Illinois
2873,Ohio
2874,New York
2875,Georgia
2876,Pennsylvania
2877,Indiana
2878,California
2879,Kentucky
2880,Minnesota
2881,Texas
2882,Iowa
2883,Louisiana
2884,Michigan
2885,Tennessee
2886,California
2887,Florida
2888,New York
2889,Connecticut
2890,North Carolina
2891,California
2892,Texas
2893,South Carolina
2894,New Jersey
2895,Illinois
2896,Maine
2897,Massachusetts
2898,Ohio
2899,Pennsylvania
2900,California
2901,Wisconsin
2902,Florida
2903,Virginia
2904,Arkansas
2905,New York
2906,Missouri
2907,Texas
2908,Washington
2909,West Virginia
2910,Georgia
2911,Nevada
2912,Maryland
2913,California
2914,Colorado
2915,Delaware
2916,Oklahoma
2917,New Mexico
2918,Michigan
2919,Arizona
2920,Texas
2921,California
2922,Florida
2923,Illinois
2924,New York
2925,New Hampshire
2926,Indiana
2927,North Carolina
2928,Pennsylvania
2929,Ohio
2930,California
2931,Alabama
2932,Texas
2933,New Jersey
2934,Oregon
2935,Tennessee
2936,California
2937,Florida
2938,New York
2939,Minnesota
2940,Georgia
2941,Virginia
2942,Texas
2943,California
2944,Illinois
2945,Massachusetts
2946,Michigan
2947,Kentucky
2948,Montana
2949,Pennsylvania
2950,California
2951,Nebraska
2952,Florida
2953,Washington
2954,New York
2955,Louisiana
2956,Ohio
2957,Texas
2958,Utah
2959,Wisconsin
2960,Missouri
2961,North Carolina
2962,Mississippi
2963,California
2964,South Carolina
2965,Maryland
2966,North Dakota
2967,Arizona
2968,New Jersey
2969,Texas
2970,Illinois
2971,California
2972,Kansas
2973,Florida
2974,New York
2975,Georgia
2976,Indiana
2977,Colorado
2978,Pennsylvania
2979,California
2980,Connecticut
2981,Michigan
2982,Texas
2983,Wyoming
2984,Ohio
2985,Virginia
2986,Tennessee
2987,California
2988,New York
2989,Florida
2990,Iowa
2991,North Carolina
2992,Texas
2993,Illinois
2994,Massachusetts
2995,California
2996,Alabama
2997,Minnesota
2998,Oklahoma
2999,Pennsylvania
3000,Washington
3001,New York
3002,New Jersey
3003,California
3004,Florida
3005,Georgia
3006,Texas
3007,Ohio
3008,Missouri
3009,California
3010,Michigan
3011,Arkansas
3012,Wisconsin
3013,Oregon
3014,Arizona
3015,Texas
3016,Illinois
3017,New York
3018,Maryland
3019,California
3020,Florida
3021,Virginia
3022,Indiana
3023,Kentucky
3024,Louisiana
3025,North Carolina
3026,Pennsylvania
3027,Nevada
3028,California
3029,South Carolina
3030,Texas
3031,Tennessee
3032,New York
3033,Ohio
3034,Colorado
3035,Florida
3036,California
3037,Georgia
3038,New Jersey
3039,Massachusetts
3040,Illinois
3041,Texas
3042,Michigan
3043,California
3044,Idaho
3045,Washington
3046,Pennsylvania
3047,New York
3048,Florida
3049,California
3050,Hawaii
3051,Texas
3052,Minnesota
3053,North Carolina
3054,Alabama
3055,Virginia
3056,California
3057,Missouri
3058,Ohio
3059,Arizona
3060,Mississippi
3061,Connecticut
3062,Illinois
3063,New York
3064,New Mexico
3065,Texas
3066,Wisconsin
3067,Georgia
3068,Florida
3069,Indiana
3070,California
3071,Utah
3072,Maryland
3073,Pennsylvania
3074,New Jersey
3075,Michigan
3076,Rhode Island
3077,West Virginia
3078,California
3079,Kansas
3080,Texas
3081,Oklahoma
3082,Tennessee
3083,New York
3084,Florida
3085,California
3086,North Carolina
3087,Ohio
3088,Massachusetts
3089,Iowa
3090,Illinois
3091,Louisiana
3092,Texas
3093,Washington
3094,Kentucky
3095,California
3096,Oregon
3097,South Carolina
3098,Colorado
3099,Pennsylvania
3100,New York
3101,Virginia
3102,Georgia
3103,Florida
3104,California
3105,Texas
3106,Michigan
3107,New Jersey
3108,California
3109,Arizona
3110,Missouri
3111,Minnesota
3112,New York
3113,Illinois
3114,Ohio
3115,Texas
3116,Indiana
3117,Florida
3118,Arkansas
3119,California
3120,North Carolina
3121,Pennsylvania
3122,Wisconsin
3123,Nebraska
3124,Alabama
3125,Maryland
3126,California
3127,Texas
3128,Tennessee
3129,New York
3130,Maine
3131,Georgia
3132,Florida
3133,California
3134,Massachusetts
3135,Virginia
3136,Michigan
3137,Washington
3138,Illinois
3139,Nevada
3140,Texas
3141,Ohio
3142,New Jersey
3143,California
3144,Pennsylvania
3145,New York
3146,Florida
3147,California
3148,Connecticut
3149,Texas
3150,North Carolina
3151,Colorado
3152,New Hampshire
3153,Louisiana
3154,Arizona
3155,California
3156,New York
3157,Illinois
3158,South Carolina
3159,Oklahoma
3160,Kentucky
3161,Indiana
3162,Georgia
3163,Missouri
3164,Texas
3165,Florida
3166,Mississippi
3167,Michigan
3168,California
3169,Ohio
3170,Pennsylvania
3171,Minnesota
3172,Oregon
3173,Virginia
3174,Wisconsin
3175,Texas
3176,California
3177,New York
3178,Tennessee
3179,New Jersey
3180,Maryland
3181,Vermont
3182,Utah
3183,Massachusetts
3184,Florida
3185,Washington
3186,California
3187,North Carolina
3188,Kansas
3189,Illinois
3190,Alabama
3191,Texas
3192,Iowa
3193,California
3194,New York
3195,Pennsylvania
3196,Ohio
3197,Georgia
3198,Michigan
3199,Florida
3200,Texas
3201,California
3202,South Dakota
3203,Arizona
3204,Alaska
3205,New York
3206,California
3207,Illinois
3208,Indiana
3209,Virginia
3210,Texas
3211,New Jersey
3212,Florida
3213,Missouri
3214,New Mexico
3215,North Carolina
3216,California
3217,Pennsylvania
3218,Colorado
3219,Ohio
3220,Arkansas
3221,New York
3222,Texas
3223,Louisiana
3224,Tennessee
3225,California
3226,Georgia
3227,South Carolina
3228,Washington
3229,Wisconsin
3230,Minnesota
3231,Michigan
3232,Massachusetts
3233,Maryland
3234,Florida
3235,Illinois
3236,California
3237,Kentucky
3238,Texas
3239,Connecticut
3240,New York
3241,Idaho
3242,West Virginia
3243,Pennsylvania
3244,California
3245,Oklahoma
3246,Florida
3247,New Jersey
3248,Ohio
3249,North Carolina
3250,Texas
3251,California
3252,Virginia
3253,Alabama
3254,Nevada
3255,Oregon
3256,Arizona
3257,New York
3258,Delaware
3259,Illinois
3260,Indiana
3261,Georgia
3262,California
3263,Michigan
3264,Texas
3265,Montana
3266,Florida
3267,Pennsylvania
3268,Missouri
3269,California
3270,Mississippi
3271,New York
3272,Texas
3273,Washington
3274,Tennessee
3275,Ohio
3276,California
3277,Massachusetts
3278,Hawaii
3279,Colorado
3280,Florida
3281,North Carolina
3282,Illinois
3283,New Jersey
3284,Wisconsin
3285,California
3286,Maryland
3287,Texas
3288,Minnesota
3289,New York
3290,Virginia
3291,Georgia
3292,Pennsylvania
3293,Iowa
3294,Nebraska
3295,Michigan
3296,California
3297,Utah
3298,Kansas
3299,Louisiana
3300,South Carolina
3301,Florida
3302,Texas
3303,California
3304,Ohio
3305,Arizona
3306,New York
3307,Kentucky
3308,Illinois
3309,Indiana
3310,California
3311,Texas
3312,Florida
3313,North Carolina
3314,Pennsylvania
3315,Alabama
3316,California
3317,Missouri
3318,New Jersey
3319,Washington
3320,New York
3321,Georgia
3322,Tennessee
3323,Texas
3324,Michigan
3325,Massachusetts
3326,Connecticut
3327,California
3328,Oklahoma
3329,Virginia
3330,Ohio
3331,Arkansas
3332,Illinois
3333,Florida
3334,California
3335,Oregon
3336,Texas
3337,New York
3338,Wisconsin
3339,Maryland
3340,Pennsylvania
3341,Colorado
3342,California
3343,Minnesota
3344,Florida
3345,North Carolina
3346,Texas
3347,California
3348,Arizona
3349,New York
3350,New Jersey
3351,Indiana
3352,Illinois
3353,Georgia
3354,Michigan
3355,Ohio
3356,California
3357,Texas
3358,South Carolina
3359,Louisiana
3360,Maine
3361,Florida
3362,Pennsylvania
3363,New Mexico
3364,Washington
3365,California
3366,Virginia
3367,Nevada
3368,Rhode Island
3369,New York
3370,Missouri
3371,Massachusetts
3372,Tennessee
3373,Texas
3374,Mississippi
3375,California
3376,Kentucky
3377,Illinois
3378,North Carolina
3379,Florida
3380,Alabama
3381,Ohio
3382,California
3383,New York
3384,Texas
3385,Michigan
3386,Georgia
3387,Pennsylvania
3388,New Jersey
3389,California
3390,New Hampshire
3391,Maryland
3392,Wisconsin
3393,Iowa
3394,Florida
3395,Texas
3396,California
3397,New York
3398,Arizona
3399,Indiana
3400,Kansas
3401,Illinois
3402,Colorado
3403,Utah
3404,Minnesota
3405,Virginia
3406,West Virginia
3407,California
3408,Ohio
3409,Texas
3410,Oklahoma
3411,Connecticut
3412,North Carolina
3413,Florida
3414,Washington
3415,Pennsylvania
3416,Oregon
3417,New York
3418,California
3419,Michigan
3420,Georgia
3421,Massachusetts
3422,Tennessee
3423,Texas
3424,Missouri
3425,New Jersey
3426,North Dakota
3427,California
3428,Illinois
3429,Florida
3430,South Carolina
3431,Louisiana
3432,New York
3433,California
3434,Texas
3435,Arkansas
3436,Ohio
3437,Pennsylvania
3438,Idaho
3439,California
3440,North Carolina
3441,Virginia
3442,Florida
3443,Alabama
3444,Maryland
3445,Texas
3446,Wisconsin
3447,Kentucky
3448,New York
3449,Michigan
3450,Arizona
3451,Indiana
3452,California
3453,Georgia
3454,Illinois
3455,Washington
3456,Texas
3457,California
3458,New Jersey
3459,Nebraska
3460,Pennsylvania
3461,Florida
3462,Ohio
3463,Minnesota
3464,Colorado
3465,New York
3466,Massachusetts
3467,California
3468,Tennessee
3469,Texas
3470,Missouri
3471,Illinois
3472,California
3473,North Carolina
3474,Florida
3475,Mississippi
3476,Michigan
3477,New York
3478,Nevada
3479,Georgia
3480,Texas
3481,Virginia
3482,California
3483,Pennsylvania
3484,Ohio
3485,California
3486,Oklahoma
3487,Florida
3488,Iowa
3489,New Jersey
3490,Texas
3491,South Carolina
3492,Oregon
3493,New York
3494,Indiana
3495,Arizona
3496,Connecticut
3497,Louisiana
3498,Illinois
3499,Maryland
3500,California
3501,Wisconsin
3502,Washington
3503,Hawaii
3504,Texas
3505,California
3506,North Carolina
3507,Alabama
3508,Pennsylvania
3509,Kansas
3510,Florida
3511,Michigan
3512,New York
3513,Massachusetts
3514,Georgia
3515,New Mexico
3516,Ohio
3517,Utah
3518,California
3519,Tennessee
3520,Kentucky
3521,Texas
3522,Minnesota
3523,Virginia
3524,Illinois
3525,Missouri
3526,California
3527,Colorado
3528,Florida
3529,Wyoming
3530,New York
3531,New Jersey
3532,Texas
3533,California
3534,Pennsylvania
3535,Arkansas
3536,North Carolina
3537,California
3538,Michigan
3539,Ohio
3540,Florida
3541,New York
3542,Texas
3543,Indiana
3544,Arizona
3545,Georgia
3546,Illinois
3547,California
3548,Washington
3549,Maryland
3550,Wisconsin
3551,Texas
3552,California
3553,Pennsylvania
3554,Florida
3555,Virginia
3556,New York
3557,Massachusetts
3558,South Carolina
3559,New Jersey
3560,Louisiana
3561,Tennessee
3562,California
3563,Texas
3564,Ohio
3565,Illinois
3566,North Carolina
3567,Michigan
3568,Oklahoma
3569,Montana
3570,Alabama
3571,California
3572,West Virginia
3573,New York
3574,Florida
3575,Missouri
3576,Oregon
3577,Georgia
3578,Minnesota
3579,South Dakota
3580,Texas
3581,California
3582,Pennsylvania
3583,Mississippi
3584,Connecticut
3585,Colorado
3586,Kentucky
3587,California
3588,New York
3589,Indiana
3590,Florida
3591,Texas
3592,Arizona
3593,Illinois
3594,Maine
3595,Washington
3596,Iowa
3597,Nevada
3598,Ohio
3599,Virginia
3600,California
3601,New Jersey
3602,Delaware
3603,Michigan
3604,Texas
3605,North Carolina
3606,Maryland
3607,Pennsylvania
3608,Massachusetts
3609,California
3610,New York
3611,Florida
3612,Georgia
3613,Wisconsin
3614,Tennessee
3615,California
3616,Texas
3617,Kansas
3618,Illinois
3619,Ohio
3620,New York
3621,California
3622,Florida
3623,New Hampshire
3624,Missouri
3625,Utah
3626,South Carolina
3627,Nebraska
3628,Texas
3629,Pennsylvania
3630,California
3631,Louisiana
3632,New Jersey
3633,Idaho
3634,Michigan
3635,Virginia
3636,Minnesota
3637,Alaska
3638,North Carolina
3639,Alabama
3640,New York
3641,Indiana
3642,California
3643,Georgia
3644,Washington
3645,Florida
3646,Arizona
3647,Texas
3648,Illinois
3649,Arkansas
3650,Colorado
3651,California
3652,Ohio
3653,Texas
3654,Massachusetts
3655,New York
3656,Pennsylvania
3657,Oklahoma
3658,Oregon
3659,California
3660,Florida
3661,Maryland
3662,Rhode Island
3663,Kentucky
3664,Tennessee
3665,Wisconsin
3666,New Mexico
3667,California
3668,Texas
3669,Illinois
3670,Michigan
3671,New Jersey
3672,North Carolina
3673,Connecticut
3674,New York
3675,Vermont
3676,Georgia
3677,California
3678,Florida
3679,Virginia
3680,Ohio
3681,Texas
3682,Missouri
3683,Pennsylvania
3684,California
3685,Mississippi
3686,Washington
3687,Indiana
3688,New York
3689,Arizona
3690,California
3691,Florida
3692,Texas
3693,Illinois
3694,South Carolina
3695,Minnesota
3696,Iowa
3697,Michigan
3698,California
3699,Massachusetts
3700,Louisiana
3701,North Carolina
3702,Alabama
3703,Texas
3704,New York
3705,Ohio
3706,Pennsylvania
3707,Georgia
3708,New Jersey
3709,Florida
3710,California
3711,Colorado
3712,Nevada
3713,Tennessee
3714,Maryland
3715,Virginia
3716,Illinois
3717,California
3718,Texas
3719,Wisconsin
3720,New York
3721,Florida
3722,California
3723,Kansas
3724,Texas
3725,Pennsylvania
3726,Michigan
